original_message,property_type,area_sqft,price,price_unit,rent,rent_unit,location,furnishing,transaction_type,contact,is_real_estate,price_lakhs,rent_thousands,bhk_number,price_category,rent_category
"4BHK in Powai. 3200 sqft, 6.4Cr. Luxury apartment, all amenities. Premium society. Call: 9898767890",4,3200.0,64000000.0,CR,,,Powai,,sale,9898767890,True,640.0,,4.0,5Cr+,
"1RK in Lokhandwala. 540 sqft, 29k rent. Fully furnished, all utilities. Good for professionals. WhatsApp: 9811167890",1,540.0,,,29000.0,K,Lokhandwala,,rent,9811167890,True,,29.0,1.0,,20-40k
"2BHK in Kandivali. 1000 sqft, 50k rent. 10th floor, park view. Family preferred. Contact: 9822267890",2,1000.0,,,50000.0,K,Kandivali,,rent,9822267890,True,,50.0,2.0,,40-60k
"3BHK in Juhu. 2800 sqft, 4.6Cr sale. Beach facing, premium finishes. Exclusive location. Call: 9833367890",3,2800.0,46000000.0,CR,,,Juhu,,sale,9833367890,True,460.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 1900 sqft, 1.2L rent. Premium building, all facilities. Corporate standards. WhatsApp: 9844467890",,1900.0,,,120000.0,L,Lower Parel,,rent,9844467890,True,,120.0,,,1L+
"2BHK in Malad. 1040 sqft, 1.14Cr. 12 years old, good condition. Loan available. Contact: 9855567890",2,1040.0,11399999.999999998,CR,,,Malad,,sale,9855567890,True,113.99999999999999,,2.0,1-2Cr,
"3BHK in Andheri. 1520 sqft, 81k rent. Fully furnished, modern appliances. Family only. Call: 9866667890",3,1520.0,,,81000.0,K,Andheri,,rent,9866667890,True,,81.0,3.0,,60k-1L
"1BHK in Thane. 780 sqft, 82L. Under construction, possession 3 months. RERA approved. Booking: 9877767890",1,780.0,,,,,Thane,,,9877767890,True,,,1.0,,
"Warehouse in Bhiwandi. 10000 sqft, 3.4L rent. G+7, heavy power, security. Industrial zone. Owner: 9888867890",,10000.0,,,340000.0,L,Bhiwandi,,rent,9888867890,True,,340.0,,,1L+
"4BHK in Worli. 3700 sqft, 10.4Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9899967890",4,3700.0,104000000.0,CR,,,Worli,,sale,9899967890,True,1040.0,,4.0,5Cr+,
"Retail in Bandra. 580 sqft, 92k rent. High street, good footfall. Established location. Contact: 9812378901",,580.0,,,92000.0,K,Bandra,,rent,9812378901,True,,92.0,,,60k-1L
"2BHK in Goregaon. 1060 sqft, 60k rent. 9th floor, corner location. Good society. Call: 9823478901",2,1060.0,,,60000.0,K,Goregaon,,rent,9823478901,True,,60.0,2.0,,60k-1L
"3BHK in Chembur. 1400 sqft, 1.58Cr sale. Ready to move, well maintained. Near station. WhatsApp: 9876578901",3,1400.0,15800000.0,CR,,,Chembur,,sale,9876578901,True,158.0,,3.0,1-2Cr,
"1BHK in Borivali. 760 sqft, 43k rent. 8th floor, renovated. Good for family. Contact: 9898778901",1,760.0,,,43000.0,K,Borivali,,rent,9898778901,True,,43.0,1.0,,40-60k
"3BHK service in South Mumbai. 2200 sqft, 1.85L rent. All inclusive, premium service. Minimum 1 year: 9811178901",3,2200.0,,,185000.0,L,,,rent,9811178901,True,,185.0,3.0,,1L+
"1RK PG in Andheri. 460 sqft, 23k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9822278901",1,460.0,,,,,Andheri,,,9822278901,True,,,1.0,,
"2BHK auction in Panvel. 1220 sqft, 1.1Cr. Bank property, clear title. Good potential. Contact: 9844478901",2,1220.0,11000000.0,CR,,,,,sale,9844478901,True,110.0,,2.0,1-2Cr,
"3BHK in Seawoods. 1920 sqft, 3.45Cr. High floor, sea view, premium amenities. Ready: 9855578901",3,1920.0,34500000.0,CR,,,Seawoods,,sale,9855578901,True,345.0,,3.0,2-5Cr,
"Shop in Vashi. 720 sqft, 88k rent. Prime location, good visibility. Established market. Call: 9866678901",,720.0,,,88000.0,K,Vashi,,rent,9866678901,True,,88.0,,,60k-1L
"1BHK in Santacruz. 660 sqft, 45k rent. 10th floor, semi-furnished. Near airport. WhatsApp: 9877778901",1,660.0,,,45000.0,K,Santacruz,,rent,9877778901,True,,45.0,1.0,,40-60k
"2BHK in Vile Parle. 940 sqft, 56k rent. 6th floor, separate entrance. Good for clinic. Contact: 9888878901",2,940.0,,,56000.0,K,Vile Parle,,rent,9888878901,True,,56.0,2.0,,40-60k
"3BHK in Bandra. 2000 sqft, 2.75Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9899978901",3,2000.0,27500000.0,CR,,,Bandra,,sale,9899978901,True,275.0,,3.0,2-5Cr,
"Office in Andheri. 1650 sqft, 1.08L rent. IT park, modern facilities. Suitable for startup. Call: 9812389012",,1650.0,,,108000.0,L,Andheri,,rent,9812389012,True,,108.0,,,1L+
"4BHK in Powai. 3250 sqft, 6.5Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9823489012",4,3250.0,65000000.0,CR,,,Powai,,sale,9823489012,True,650.0,,4.0,5Cr+,
"1RK in Lokhandwala. 560 sqft, 30k rent. Fully furnished, all utilities. Good for professionals. Contact: 9876589012",1,560.0,,,30000.0,K,Lokhandwala,,rent,9876589012,True,,30.0,1.0,,20-40k
"2BHK in Kandivali. 1020 sqft, 51k rent. 11th floor, park view. Family preferred. Call: 9898789012",2,1020.0,,,51000.0,K,Kandivali,,rent,9898789012,True,,51.0,2.0,,40-60k
"3BHK in Juhu. 2850 sqft, 4.7Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9811189012",3,2850.0,47000000.0,CR,,,Juhu,,sale,9811189012,True,470.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 1950 sqft, 1.22L rent. Premium building, all facilities. Corporate standards. Contact: 9822289012",,1950.0,,,122000.0,L,Lower Parel,,rent,9822289012,True,,122.0,,,1L+
"2BHK in Malad. 1060 sqft, 1.16Cr. 13 years old, good condition. Loan available. Call: 9833389012",2,1060.0,11600000.0,CR,,,Malad,,sale,9833389012,True,116.0,,2.0,1-2Cr,
"3BHK in Andheri. 1540 sqft, 82k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9844489012",3,1540.0,,,82000.0,K,Andheri,,rent,9844489012,True,,82.0,3.0,,60k-1L
"1BHK in Thane. 800 sqft, 83L. Under construction, possession 2 months. RERA approved. Booking: 9855589012",1,800.0,,,,,Thane,,,9855589012,True,,,1.0,,
"Warehouse in Bhiwandi. 10500 sqft, 3.5L rent. G+8, heavy power, security. Industrial zone. Owner: 9866689012",,10500.0,,,350000.0,L,Bhiwandi,,rent,9866689012,True,,350.0,,,1L+
"4BHK in Worli. 3750 sqft, 10.6Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9877789012",4,3750.0,106000000.0,CR,,,Worli,,sale,9877789012,True,1060.0,,4.0,5Cr+,
"Retail in Bandra. 600 sqft, 93k rent. High street, good footfall. Established location. Contact: 9888889012",,600.0,,,93000.0,K,Bandra,,rent,9888889012,True,,93.0,,,60k-1L
"2BHK in Goregaon. 1080 sqft, 61k rent. 10th floor, corner location. Good society. Call: 9899989012",2,1080.0,,,61000.0,K,Goregaon,,rent,9899989012,True,,61.0,2.0,,60k-1L
"3BHK in Chembur. 1420 sqft, 1.55Cr sale. Ready to move, well maintained. Near highway. WhatsApp: 9812390123",3,1420.0,15500000.0,CR,,,Chembur,,sale,9812390123,True,155.0,,3.0,1-2Cr,
"1BHK in Borivali. 780 sqft, 44k rent. 9th floor, renovated. Good for family. Contact: 9823490123",1,780.0,,,44000.0,K,Borivali,,rent,9823490123,True,,44.0,1.0,,40-60k
"3BHK service in South Mumbai. 2250 sqft, 1.88L rent. All inclusive, premium service. Minimum 1 year: 9876590123",3,2250.0,,,188000.0,L,,,rent,9876590123,True,,188.0,3.0,,1L+
"1RK PG in Andheri. 480 sqft, 24k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9898790123",1,480.0,,,,,Andheri,,,9898790123,True,,,1.0,,
"2BHK auction in Kharghar. 1250 sqft, 1.12Cr. Bank property, clear title. Good investment. Contact: 9822290123",2,1250.0,11200000.000000002,CR,,,,,sale,9822290123,True,112.00000000000001,,2.0,1-2Cr,
"3BHK in Seawoods. 1950 sqft, 3.5Cr. High floor, sea view, premium amenities. Ready: 9833390123",3,1950.0,35000000.0,CR,,,Seawoods,,sale,9833390123,True,350.0,,3.0,2-5Cr,
"Shop in Vashi. 740 sqft, 89k rent. Prime location, good visibility. Established market. Call: 9844490123",,740.0,,,89000.0,K,Vashi,,rent,9844490123,True,,89.0,,,60k-1L
"1BHK in Santacruz. 680 sqft, 46k rent. 11th floor, semi-furnished. Near airport. WhatsApp: 9855590123",1,680.0,,,46000.0,K,Santacruz,,rent,9855590123,True,,46.0,1.0,,40-60k
"2BHK in Vile Parle. 960 sqft, 57k rent. 7th floor, separate entrance. Good for office. Contact: 9866690123",2,960.0,,,57000.0,K,Vile Parle,,rent,9866690123,True,,57.0,2.0,,40-60k
"3BHK in Bandra. 2050 sqft, 2.8Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9877790123",3,2050.0,28000000.0,CR,,,Bandra,,sale,9877790123,True,280.0,,3.0,2-5Cr,
"Office in Andheri. 1700 sqft, 1.1L rent. IT park, modern facilities. Suitable for IT company. Call: 9888890123",,1700.0,,,110000.00000000001,L,Andheri,,rent,9888890123,True,,110.00000000000001,,,1L+
"4BHK in Powai. 3300 sqft, 6.6Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9899990123",4,3300.0,66000000.0,CR,,,Powai,,sale,9899990123,True,660.0,,4.0,5Cr+,
"1RK in Lokhandwala. 580 sqft, 31k rent. Fully furnished, all utilities. Good for professionals. Contact: 9812301234",1,580.0,,,31000.0,K,Lokhandwala,,rent,9812301234,True,,31.0,1.0,,20-40k
"2BHK in Kandivali. 1040 sqft, 52k rent. 12th floor, park view. Family preferred. Call: 9823401234",2,1040.0,,,52000.0,K,Kandivali,,rent,9823401234,True,,52.0,2.0,,40-60k
"3BHK in Juhu. 2900 sqft, 4.8Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9876501234",3,2900.0,48000000.0,CR,,,Juhu,,sale,9876501234,True,480.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 2000 sqft, 1.25L rent. Premium building, all facilities. Corporate standards. Contact: 9898701234",,2000.0,,,125000.0,L,Lower Parel,,rent,9898701234,True,,125.0,,,1L+
"2BHK in Malad. 1080 sqft, 1.18Cr. 14 years old, good condition. Loan available. Call: 9811101234",2,1080.0,11800000.0,CR,,,Malad,,sale,9811101234,True,118.0,,2.0,1-2Cr,
"3BHK in Andheri. 1560 sqft, 83k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9822201234",3,1560.0,,,83000.0,K,Andheri,,rent,9822201234,True,,83.0,3.0,,60k-1L
"1BHK in Thane. 820 sqft, 84L. Under construction, possession 1 month. RERA approved. Booking: 9833301234",1,820.0,,,,,Thane,,,9833301234,True,,,1.0,,
"Warehouse in Bhiwandi. 11000 sqft, 3.6L rent. G+9, heavy power, security. Industrial zone. Owner: 9844401234",,11000.0,,,360000.0,L,Bhiwandi,,rent,9844401234,True,,360.0,,,1L+
"4BHK in Worli. 3800 sqft, 10.8Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9855501234",4,3800.0,108000000.0,CR,,,Worli,,sale,9855501234,True,1080.0,,4.0,5Cr+,
"Retail in Bandra. 620 sqft, 94k rent. High street, good footfall. Established location. Contact: 9866601234",,620.0,,,94000.0,K,Bandra,,rent,9866601234,True,,94.0,,,60k-1L
"2BHK in Goregaon. 1100 sqft, 62k rent. 11th floor, corner location. Good society. Call: 9877701234",2,1100.0,,,62000.0,K,Goregaon,,rent,9877701234,True,,62.0,2.0,,60k-1L
"3BHK in Chembur. 1440 sqft, 1.52Cr sale. Ready to move, well maintained. Near station. WhatsApp: 9888801234",3,1440.0,15200000.0,CR,,,Chembur,,sale,9888801234,True,152.0,,3.0,1-2Cr,
"1BHK in Borivali. 800 sqft, 45k rent. 10th floor, renovated. Good for family. Contact: 9899901234",1,800.0,,,45000.0,K,Borivali,,rent,9899901234,True,,45.0,1.0,,40-60k
"3BHK service in South Mumbai. 2300 sqft, 1.9L rent. All inclusive, premium service. Minimum 1 year: 9812312345",3,2300.0,,,190000.0,L,,,rent,9812312345,True,,190.0,3.0,,1L+
"1RK PG in Andheri. 500 sqft, 25k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9823412345",1,500.0,,,,,Andheri,,,9823412345,True,,,1.0,,
"2BHK auction in Panvel. 1280 sqft, 1.15Cr. Bank property, clear title. Good potential. Contact: 9898712345",2,1280.0,11500000.0,CR,,,,,sale,9898712345,True,115.0,,2.0,1-2Cr,
"3BHK in Seawoods. 1980 sqft, 3.55Cr. High floor, sea view, premium amenities. Ready: 9811112345",3,1980.0,35500000.0,CR,,,Seawoods,,sale,9811112345,True,355.0,,3.0,2-5Cr,
"Shop in Vashi. 760 sqft, 90k rent. Prime location, good visibility. Established market. Call: 9822212345",,760.0,,,90000.0,K,Vashi,,rent,9822212345,True,,90.0,,,60k-1L
"1BHK in Santacruz. 700 sqft, 47k rent. 12th floor, semi-furnished. Near airport. WhatsApp: 9833312345",1,700.0,,,47000.0,K,Santacruz,,rent,9833312345,True,,47.0,1.0,,40-60k
"2BHK in Vile Parle. 980 sqft, 58k rent. 8th floor, separate entrance. Good for clinic. Contact: 9844412345",2,980.0,,,58000.0,K,Vile Parle,,rent,9844412345,True,,58.0,2.0,,40-60k
"3BHK in Bandra. 2100 sqft, 2.85Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9855512345",3,2100.0,28500000.0,CR,,,Bandra,,sale,9855512345,True,285.0,,3.0,2-5Cr,
"Office in Andheri. 1750 sqft, 1.12L rent. IT park, modern facilities. Suitable for startup. Call: 9866612345",,1750.0,,,112000.00000000001,L,Andheri,,rent,9866612345,True,,112.00000000000001,,,1L+
"4BHK in Powai. 3350 sqft, 6.7Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9877712345",4,3350.0,67000000.0,CR,,,Powai,,sale,9877712345,True,670.0,,4.0,5Cr+,
"1RK in Lokhandwala. 600 sqft, 32k rent. Fully furnished, all utilities. Good for professionals. Contact: 9888812345",1,600.0,,,32000.0,K,Lokhandwala,,rent,9888812345,True,,32.0,1.0,,20-40k
"2BHK in Kandivali. 1060 sqft, 53k rent. 13th floor, park view. Family preferred. Call: 9899912345",2,1060.0,,,53000.0,K,Kandivali,,rent,9899912345,True,,53.0,2.0,,40-60k
"3BHK in Juhu. 2950 sqft, 4.9Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9812323456",3,2950.0,49000000.0,CR,,,Juhu,,sale,9812323456,True,490.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 2050 sqft, 1.28L rent. Premium building, all facilities. Corporate",,2050.0,,,128000.0,L,Lower Parel,,rent,,True,,128.0,,,1L+
"2BHK resale in Malad West. 1100 sqft, 1.2Cr. 15 years old, well maintained. Loan available from all banks. Contact: 9823423456",2,1100.0,12000000.0,CR,,,Malad,,sale,9823423456,True,120.0,,2.0,1-2Cr,
"3BHK furnished in Andheri East. 1580 sqft, 84k rent. All modern appliances, modular kitchen. Family only. Call: 9876523456",3,1580.0,,,84000.0,K,Andheri,,rent,9876523456,True,,84.0,3.0,,60k-1L
"1BHK in Thane West. 840 sqft, 85L. Ready possession, RERA approved. Immediate booking. Builder direct: 9898723456",1,840.0,,,,,Thane,,,9898723456,True,,,1.0,,
"Warehouse in Bhiwandi. 11500 sqft, 3.7L rent. Heavy power, loading facility. Industrial zone. Owner: 9811123456",,11500.0,,,370000.0,L,Bhiwandi,,rent,9811123456,True,,370.0,,,1L+
"4BHK penthouse in Worli. 3850 sqft, 11Cr. Panoramic sea view, private pool, 4 parking. Ultra luxury. Agent: 9822223456",4,3850.0,110000000.0,CR,,,Worli,,sale,9822223456,True,1100.0,,4.0,5Cr+,
"Retail shop in Bandra West. 640 sqft, 95k rent. High street location, good footfall. Established market. Contact: 9833323456",,640.0,,,95000.0,K,Bandra,,rent,9833323456,True,,95.0,,,60k-1L
"2BHK in Goregaon East. 1120 sqft, 63k rent. 12th floor, corner flat. Society with amenities. Available: 9844423456",2,1120.0,,,63000.0,K,Goregaon,,rent,9844423456,True,,63.0,2.0,,60k-1L
"3BHK in Chembur East. 1460 sqft, 1.5Cr sale. Ready to move, good condition. Near highway. Call: 9855523456",3,1460.0,15000000.0,CR,,,Chembur,,sale,9855523456,True,150.0,,3.0,1-2Cr,
"1BHK in Borivali West. 820 sqft, 46k rent. 11th floor, separate entrance. Good for office. WhatsApp: 9866623456",1,820.0,,,46000.0,K,Borivali,,rent,9866623456,True,,46.0,1.0,,40-60k
"3BHK service apartment in South Mumbai. 2350 sqft, 1.92L rent. All inclusive, daily housekeeping. Minimum 6 months: 9877723456",3,2350.0,,,192000.0,L,,,rent,9877723456,True,,192.0,3.0,,1L+
"1RK PG in Andheri West. 520 sqft, 26k with food. AC room, attached bathroom. Working professionals preferred. Contact: 9888823456",1,520.0,,,,,Andheri,,,9888823456,True,,,1.0,,
"2BHK auction in Kharghar. 1300 sqft, 1.18Cr. Bank auction, clear title. Good investment opportunity. WhatsApp: 9812334567",2,1300.0,11800000.0,CR,,,,,sale,9812334567,True,118.0,,2.0,1-2Cr,
"3BHK in Seawoods. 2000 sqft, 3.6Cr. Premium location, high floor, sea view. Ready possession. Owner: 9823434567",3,2000.0,36000000.0,CR,,,Seawoods,,sale,9823434567,True,360.0,,3.0,2-5Cr,
"Commercial in Vashi mall. 780 sqft, 91k rent. Ground floor, good visibility. Established footfall. Investment: 9876534567",,780.0,,,91000.0,K,Vashi,,rent,9876534567,True,,91.0,,,60k-1L
"1BHK in Santacruz West. 720 sqft, 48k rent. 13th floor, renovated. Near station. Contact: 9898734567",1,720.0,,,48000.0,K,Santacruz,,rent,9898734567,True,,48.0,1.0,,40-60k
"2BHK in Vile Parle West. 1000 sqft, 59k rent. Semi-furnished, good locality. Family preferred. Call: 9811134567",2,1000.0,,,59000.0,K,Vile Parle,,rent,9811134567,True,,59.0,2.0,,40-60k
"3BHK in Bandra East. 2150 sqft, 2.9Cr sale. Well maintained, modern amenities. Good connectivity. WhatsApp: 9822234567",3,2150.0,29000000.0,CR,,,Bandra,,sale,9822234567,True,290.0,,3.0,2-5Cr,
"Office in Andheri West. 1800 sqft, 1.15L rent. IT park, fiber internet, parking. Ideal for IT company. Contact: 9833334567",,1800.0,,,114999.99999999999,L,Andheri,,rent,9833334567,True,,114.99999999999999,,,1L+
"4BHK in Powai. 3400 sqft, 6.8Cr. Luxury apartment, clubhouse, swimming pool. Premium society. Call: 9844434567",4,3400.0,68000000.0,CR,,,Powai,,sale,9844434567,True,680.0,,4.0,5Cr+,
"1RK in Lokhandwala. 620 sqft, 33k rent. Basic furniture, all utilities. Good for students. WhatsApp: 9855534567",1,620.0,,,33000.0,K,Lokhandwala,,rent,9855534567,True,,33.0,1.0,,20-40k
"2BHK in Kandivali East. 1080 sqft, 54k rent. 14th floor, quiet area. Security: 2 months. Contact: 9866634567",2,1080.0,,,54000.0,K,Kandivali,,rent,9866634567,True,,54.0,2.0,,40-60k
"3BHK in Juhu. 3000 sqft, 5Cr sale. Beach facing, premium finishes, modern kitchen. Exclusive: 9877734567",3,3000.0,50000000.0,CR,,,Juhu,,sale,9877734567,True,500.0,,3.0,5Cr+,
"Commercial in Lower Parel. 2100 sqft, 1.3L rent. Premium building, reception, meeting room. Corporate: 9888834567",,2100.0,,,130000.0,L,Lower Parel,,rent,9888834567,True,,130.0,,,1L+
"2BHK in Malad West. 1120 sqft, 1.22Cr. 16 years old, good condition. Loan available. Call: 9899934567",2,1120.0,12200000.0,CR,,,Malad,,sale,9899934567,True,122.0,,2.0,1-2Cr,
"3BHK in Andheri East. 1600 sqft, 85k rent. Fully furnished, all appliances. Family only. WhatsApp: 9812345678",3,1600.0,,,85000.0,K,Andheri,,rent,9812345678,True,,85.0,3.0,,60k-1L
"1BHK in Thane East. 860 sqft, 86L. Ready possession, RERA registered. Immediate booking. Builder: 9823445678",1,860.0,,,,,Thane,,,9823445678,True,,,1.0,,
"Warehouse in Bhiwandi. 12000 sqft, 3.8L rent. G+10, heavy power, security. Industrial area. Owner: 9876545678",,12000.0,,,380000.0,L,Bhiwandi,,rent,9876545678,True,,380.0,,,1L+
"4BHK in Worli. 3900 sqft, 11.2Cr. Sea facing, private terrace, luxury amenities. Ultra premium. Agent: 9898745678",4,3900.0,112000000.0,CR,,,Worli,,sale,9898745678,True,1120.0,,4.0,5Cr+,
"Retail in Bandra. 660 sqft, 96k rent. High street, good footfall. Established location. Contact: 9811145678",,660.0,,,96000.0,K,Bandra,,rent,9811145678,True,,96.0,,,60k-1L
"2BHK in Goregaon East. 1140 sqft, 64k rent. 13th floor, corner location. Good society. Call: 9822245678",2,1140.0,,,64000.0,K,Goregaon,,rent,9822245678,True,,64.0,2.0,,60k-1L
"3BHK in Chembur West. 1480 sqft, 1.48Cr sale. Ready to move, well maintained. Near station. WhatsApp: 9833345678",3,1480.0,14800000.0,CR,,,Chembur,,sale,9833345678,True,148.0,,3.0,1-2Cr,
"1BHK in Borivali West. 840 sqft, 47k rent. 12th floor, renovated. Good for family. Contact: 9844445678",1,840.0,,,47000.0,K,Borivali,,rent,9844445678,True,,47.0,1.0,,40-60k
"3BHK service in South Mumbai. 2400 sqft, 1.95L rent. All inclusive, premium service. Minimum 1 year: 9855545678",3,2400.0,,,195000.0,L,,,rent,9855545678,True,,195.0,3.0,,1L+
"1RK PG in Andheri East. 540 sqft, 27k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9866645678",1,540.0,,,,,Andheri,,,9866645678,True,,,1.0,,
"2BHK auction in Panvel. 1320 sqft, 1.2Cr. Bank property, clear title. Good potential. Contact: 9888845678",2,1320.0,12000000.0,CR,,,,,sale,9888845678,True,120.0,,2.0,1-2Cr,
"3BHK in Seawoods. 2020 sqft, 3.65Cr. High floor, sea view, premium amenities. Ready: 9899945678",3,2020.0,36500000.0,CR,,,Seawoods,,sale,9899945678,True,365.0,,3.0,2-5Cr,
"Shop in Vashi. 800 sqft, 92k rent. Prime location, good visibility. Established market. Call: 9812356789",,800.0,,,92000.0,K,Vashi,,rent,9812356789,True,,92.0,,,60k-1L
"1BHK in Santacruz. 740 sqft, 49k rent. 14th floor, semi-furnished. Near airport. WhatsApp: 9823456789",1,740.0,,,49000.0,K,Santacruz,,rent,9823456789,True,,49.0,1.0,,40-60k
"2BHK in Vile Parle. 1020 sqft, 60k rent. 9th floor, separate entrance. Good for clinic. Contact: 9876556789",2,1020.0,,,60000.0,K,Vile Parle,,rent,9876556789,True,,60.0,2.0,,60k-1L
"3BHK in Bandra. 2200 sqft, 2.95Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9898756789",3,2200.0,29500000.0,CR,,,Bandra,,sale,9898756789,True,295.0,,3.0,2-5Cr,
"Office in Andheri. 1850 sqft, 1.18L rent. IT park, modern facilities. Suitable for startup. Call: 9811156789",,1850.0,,,118000.0,L,Andheri,,rent,9811156789,True,,118.0,,,1L+
"4BHK in Powai. 3450 sqft, 6.9Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9822256789",4,3450.0,69000000.0,CR,,,Powai,,sale,9822256789,True,690.0,,4.0,5Cr+,
"1RK in Lokhandwala. 640 sqft, 34k rent. Fully furnished, all utilities. Good for professionals. Contact: 9833356789",1,640.0,,,34000.0,K,Lokhandwala,,rent,9833356789,True,,34.0,1.0,,20-40k
"2BHK in Kandivali. 1100 sqft, 55k rent. 15th floor, park view. Family preferred. Call: 9844456789",2,1100.0,,,55000.0,K,Kandivali,,rent,9844456789,True,,55.0,2.0,,40-60k
"3BHK in Juhu. 3050 sqft, 5.1Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9855556789",3,3050.0,51000000.0,CR,,,Juhu,,sale,9855556789,True,510.0,,3.0,5Cr+,
"Commercial in Lower Parel. 2150 sqft, 1.32L rent. Premium building, all facilities. Corporate standards. Contact: 9866656789",,2150.0,,,132000.0,L,Lower Parel,,rent,9866656789,True,,132.0,,,1L+
"2BHK in Malad. 1140 sqft, 1.24Cr. 17 years old, good condition. Loan available. Call: 9877756789",2,1140.0,12400000.0,CR,,,Malad,,sale,9877756789,True,124.0,,2.0,1-2Cr,
"3BHK in Andheri. 1620 sqft, 86k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9888856789",3,1620.0,,,86000.0,K,Andheri,,rent,9888856789,True,,86.0,3.0,,60k-1L
"1BHK in Thane. 880 sqft, 87L. Ready possession, RERA approved. Immediate booking. Builder: 9899956789",1,880.0,,,,,Thane,,,9899956789,True,,,1.0,,
"Warehouse in Bhiwandi. 12500 sqft, 3.9L rent. G+11, heavy power, security. Industrial zone. Owner: 9812367890",,12500.0,,,390000.0,L,Bhiwandi,,rent,9812367890,True,,390.0,,,1L+
"4BHK in Worli. 3950 sqft, 11.4Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9823467890",4,3950.0,114000000.0,CR,,,Worli,,sale,9823467890,True,1140.0,,4.0,5Cr+,
"Retail in Bandra. 680 sqft, 97k rent. High street, good footfall. Established location. Contact: 9876567890",,680.0,,,97000.0,K,Bandra,,rent,9876567890,True,,97.0,,,60k-1L
"2BHK in Goregaon. 1160 sqft, 65k rent. 14th floor, corner flat. Good society. Call: 9898767890",2,1160.0,,,65000.0,K,Goregaon,,rent,9898767890,True,,65.0,2.0,,60k-1L
"3BHK in Chembur. 1500 sqft, 1.45Cr sale. Ready to move, well maintained. Near highway. WhatsApp: 9811167890",3,1500.0,14500000.0,CR,,,Chembur,,sale,9811167890,True,145.0,,3.0,1-2Cr,
"1BHK in Borivali. 860 sqft, 48k rent. 13th floor, renovated. Good for family. Contact: 9822267890",1,860.0,,,48000.0,K,Borivali,,rent,9822267890,True,,48.0,1.0,,40-60k
"3BHK service in South Mumbai. 2450 sqft, 1.98L rent. All inclusive, premium service. Minimum 1 year: 9833367890",3,2450.0,,,198000.0,L,,,rent,9833367890,True,,198.0,3.0,,1L+
"1RK PG in Andheri. 560 sqft, 28k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9844467890",1,560.0,,,,,Andheri,,,9844467890,True,,,1.0,,
"2BHK auction in Kharghar. 1350 sqft, 1.22Cr. Bank property, clear title. Good investment. Contact: 9866667890",2,1350.0,12200000.0,CR,,,,,sale,9866667890,True,122.0,,2.0,1-2Cr,
"3BHK in Seawoods. 2050 sqft, 3.7Cr. High floor, sea view, premium amenities. Ready: 9877767890",3,2050.0,37000000.0,CR,,,Seawoods,,sale,9877767890,True,370.0,,3.0,2-5Cr,
"Shop in Vashi. 820 sqft, 93k rent. Prime location, good visibility. Established market. Call: 9888867890",,820.0,,,93000.0,K,Vashi,,rent,9888867890,True,,93.0,,,60k-1L
"1BHK in Santacruz. 760 sqft, 50k rent. 15th floor, semi-furnished. Near airport. WhatsApp: 9899967890",1,760.0,,,50000.0,K,Santacruz,,rent,9899967890,True,,50.0,1.0,,40-60k
"2BHK in Vile Parle. 1040 sqft, 61k rent. 10th floor, separate entrance. Good for office. Contact: 9812378901",2,1040.0,,,61000.0,K,Vile Parle,,rent,9812378901,True,,61.0,2.0,,60k-1L
"3BHK in Bandra. 2250 sqft, 3Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9823478901",3,2250.0,30000000.0,CR,,,Bandra,,sale,9823478901,True,300.0,,3.0,2-5Cr,
"Office in Andheri. 1900 sqft, 1.2L rent. IT park, modern facilities. Suitable for IT company. Call: 9876578901",,1900.0,,,120000.0,L,Andheri,,rent,9876578901,True,,120.0,,,1L+
